id,created_at,text
868501423566315520,2017-05-27 16:17:30,"b'....""we push for the removal of all trade-distorting practices....to foster a truly level playing field.""'"
868501243823575040,2017-05-27 16:16:47,"b'Just left the #G7Summit. Had great meetings on everything, especially on trade where....'"
868441116726710272,2017-05-27 12:17:51,b'I will make my final decision on the Paris Accord next week!'
868407229380268033,2017-05-27 10:03:12,"b'Many NATO countries have agreed to step up payments considerably, as they should. Money is beginning to pour in- NATO will be much stronger.'"
868406076995235840,2017-05-27 09:58:37,"b'Big G7 meetings today. Lots of very important matters under discussion. First on the list, of course, is terrorism. #G7Taormina'"
868205058743250944,2017-05-26 20:39:51,"b'On behalf of @FLOTUS Melania and myself, thank you for a wonderful dinner and evening, President Sergio Mattarella.\xe2\x80\xa6 https://t.co/EhvWgjkRrY'"
868201805934678017,2017-05-26 20:26:55,b'Terrorists are engaged in a war against civilization- it is up to all who value life to confront &amp; defeat this evil\xe2\x9e\xa1\xef\xb8\x8fhttps://t.co/haeuvCIF6I'
868047612301148160,2017-05-26 10:14:12,"b'Getting ready to engage G7 leaders on many issues including economic growth, terrorism, and security.'"
868047480847568896,2017-05-26 10:13:41,b'Just arrived in Italy for the G7. Trip has been very successful. We made and saved the USA many billions of dollars and millions of jobs.'
867874154497937408,2017-05-25 22:44:57,b'Just arrived in Taormina with @FLOTUS Melania. \n#G7Summit #USA\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 https://t.co/l7aXolKBiK'
867834190078906370,2017-05-25 20:06:09,"b'Thank you for your support. Together, we will MAKE AMERICA SAFE AND GREAT AGAIN!\n#POTUSAbroad #USA\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 https://t.co/42vCwr5GkA'"
867801005018230786,2017-05-25 17:54:17,"b""Today's ceremony is a day for both remembrance and resolve.\n#NATOMeeting #NATO https://t.co/YNZV3bTekB"""
867750567220715521,2017-05-25 14:33:51,b'RT @FLOTUS: Thank u to Queen Fabiola University Hospital! Enjoyed creating paper flowers with amazing patients &amp; getting a tour. #Brussels\xe2\x80\xa6'
867473100434161664,2017-05-24 20:11:18,"b'Thank you for the warm welcome to Brussels, Belgium this afternoon! https://t.co/1AvYSameD4'"
867354520526872576,2017-05-24 12:20:07,b'Honor of a lifetime to meet His Holiness Pope Francis. I leave the Vatican more determined than ever to pursue PEAC\xe2\x80\xa6 https://t.co/Jhe7SROaxD'
867047119974170625,2017-05-23 15:58:37,b'All civilized nations must join together to protect human life and the sacred right of our citizens to live in safety and in peace.'
867044286352809984,2017-05-23 15:47:21,"b'Israel, Saudi Arabia and the Middle East were great. Trying hard for PEACE. Doing well. Heading to Vatican &amp; Pope, then #G7 and #NATO.'"
867043258932875264,2017-05-23 15:43:16,"b'Thank you for such a wonderful and unforgettable visit, Prime Minister @Netanyahu and @PresidentRuvi.'"
866988278184116224,2017-05-23 12:04:48,b'We stand in absolute solidarity with the people of the United Kingdom. https://t.co/X6fUUxxYXE'
